date,year,month,DisposablePersonalIncome_L1q,DisposablePersonalIncome_0q,DisposablePersonalIncome_F1q,DisposablePersonalIncome_F2q,DisposablePersonalIncome_F3q,DisposablePersonalIncome_F4q,DisposablePersonalIncome_F5q,DisposablePersonalIncome_F6q,DisposablePersonalIncome_F7q,Drtbillcpi_L1q,Drtbillcpi_0q,Drtbillcpi_F1q,Drtbillcpi_F2q,Drtbillcpi_F3q,Drtbillcpi_F4q,Drtbillcpi_F5q,Drtbillcpi_F6q,Drtbillcpi_F7q,Drtbillpce_L1q,Drtbillpce_0q,Drtbillpce_F1q,Drtbillpce_F2q,Drtbillpce_F3q,Drtbillpce_F4q,Drtbillpce_F5q,Drtbillpce_F6q,Drtbillpce_F7q,Drtbillpgdp_L1q,Drtbillpgdp_0q,Drtbillpgdp_F1q,Drtbillpgdp_F2q,Drtbillpgdp_F3q,Drtbillpgdp_F4q,Drtbillpgdp_F5q,Drtbillpgdp_F6q,Drtbillpgdp_F7q,DGNPDeflator_L1q,DGNPDeflator_0q,DGNPDeflator_F1q,DGNPDeflator_F2q,DGNPDeflator_F3q,DGNPDeflator_F4q,DGNPDeflator_F5q,DGNPDeflator_F6q,DGNPDeflator_F7q,DRealGNP_L1q,DRealGNP_0q,DRealGNP_F1q,DRealGNP_F2q,DRealGNP_F3q,DRealGNP_F4q,DRealGNP_F5q,DRealGNP_F6q,DRealGNP_F7q,DCorpAaaBonds_L1q,DCorpAaaBonds_0q,DCorpAaaBonds_F1q,DCorpAaaBonds_F2q,DCorpAaaBonds_F3q,DCorpAaaBonds_F4q,DCorpAaaBonds_F5q,DCorpAaaBonds_F6q,DCorpAaaBonds_F7q,DChangeInPrivateInventory_L1q,DChangeInPrivateInventory_0q,DChangeInPrivateInventory_F1q,DChangeInPrivateInventory_F2q,DChangeInPrivateInventory_F3q,DChangeInPrivateInventory_F4q,DChangeInPrivateInventory_F5q,DChangeInPrivateInventory_F6q,DChangeInPrivateInventory_F7q,DCivilianUnemploymentRate_L1q,DCivilianUnemploymentRate_0q,DCivilianUnemploymentRate_F1q,DCivilianUnemploymentRate_F2q,DCivilianUnemploymentRate_F3q,DCivilianUnemploymentRate_F4q,DCivilianUnemploymentRate_F5q,DCivilianUnemploymentRate_F6q,DCivilianUnemploymentRate_F7q,DCPI_L1q,DCPI_0q,DCPI_F1q,DCPI_F2q,DCPI_F3q,DCPI_F4q,DCPI_F5q,DCPI_F6q,DCPI_F7q,DDisposablePersonalIncome_L1q,DDisposablePersonalIncome_0q,DDisposablePersonalIncome_F1q,DDisposablePersonalIncome_F2q,DDisposablePersonalIncome_F3q,DDisposablePersonalIncome_F4q,DDisposablePersonalIncome_F5q,DDisposablePersonalIncome_F6q,DDisposablePersonalIncome_F7q,DGDPPriceIndex_L1q,DGDPPriceIndex_0q,DGDPPriceIndex_F1q,DGDPPriceIndex_F2q,DGDPPriceIndex_F3q,DGDPPriceIndex_F4q,DGDPPriceIndex_F5q,DGDPPriceIndex_F6q,DGDPPriceIndex_F7q,DIP_L1q,DIP_0q,DIP_F1q,DIP_F2q,DIP_F3q,DIP_F4q,DIP_F5q,DIP_F6q,DIP_F7q,DNetExport_L1q,DNetExport_0q,DNetExport_F1q,DNetExport_F2q,DNetExport_F3q,DNetExport_F4q,DNetExport_F5q,DNetExport_F6q,DNetExport_F7q,DPCE_L1q,DPCE_0q,DPCE_F1q,DPCE_F2q,DPCE_F3q,DPCE_F4q,DPCE_F5q,DPCE_F6q,DPCE_F7q,DPPI_L1q,DPPI_0q,DPPI_F1q,DPPI_F2q,DPPI_F3q,DPPI_F4q,DPPI_F5q,DPPI_F6q,DPPI_F7q,DRealGDP_L1q,DRealGDP_0q,DRealGDP_F1q,DRealGDP_F2q,DRealGDP_F3q,DRealGDP_F4q,DRealGDP_F5q,DRealGDP_F6q,DRealGDP_F7q,Dtbill_L1q,Dtbill_0q,Dtbill_F1q,Dtbill_F2q,Dtbill_F3q,Dtbill_F4q,Dtbill_F5q,Dtbill_F6q,Dtbill_F7q,Dtbond_L1q,Dtbond_0q,Dtbond_F1q,Dtbond_F2q,Dtbond_F3q,Dtbond_F4q,Dtbond_F5q,Dtbond_F6q,Dtbond_F7q
1988-04-01,1988,4,3.3,1.6,2.4000001,2.2,2.2,1.7,1.6,1.8,,0.4000001,0.20000029,,0,-0.099999905,0.10000038,-0.099999905,-0.099999905,,,,,,,,,,,,,,,,,,,,-0.099999905,0,0,0,-0.099999905,0,0,-0.099999905,,0.69999999,0.10000002,-0.1,0,0.099999905,0.099999905,-0.5,-0.29999995,,0,0,0,0,0,0,-0.099999428,-0.19999981,,4,6.1999989,4.8999996,3,1.8999996,0.80000114,-0.10000038,-2,,-0.1,-0.19999981,-0.19999981,-0.19999981,-0.19999981,-0.29999971,-0.19999981,-0.19999981,,-0.4000001,-0.099999905,-0.10000038,0,0.099999905,-0.10000038,0,0,,0.70000005,0.10000002,0.4000001,0.20000005,0.10000014,0.10000002,-0.10000002,0,,,,,,,,,,,1.4,0.60000002,0,0.099999905,-0.29999995,0.10000014,-0.5999999,-0.70000005,,0.80000305,-0.099998474,-0.6000061,-1.2000046,-1.6000061,-0.29999542,-0.80000305,-1.6000061,,,,,,,,,,,-0.70000005,-0.20000005,0,0.099999905,-0.099999905,0,0,0,,,,,,,,,,,0,0.10000038,,0,0,0,-0.099999905,-0.099999905,,,,,,,,,,
1988-05-01,1988,5,,2.0999999,2.4000001,2.0999999,2.2,1.6,1.4,1.5,,,-0.099999905,,0.10000038,0.099999905,0.099999905,0.099999905,0.20000029,,,,,,,,,,,,,,,,,,,,,0,0,-0.099999905,-0.099999905,-0.099999905,0,-0.099999905,,,0.10000002,0.1,0,-0.20000005,-0.20000005,-0.30000007,-0.19999993,,,0.19999981,0.2,0.19999981,0.19999981,0.19999981,0.19999981,0.19999981,,,0,0,0,0,0,0,0,,,-0.10000038,-0.20000029,-0.20000029,-0.10000038,-0.10000038,-0.099999905,0,,,0.19999981,0.20000029,0.099999905,0,0,0,-0.10000038,,,0.49999988,0,-0.10000014,0,-0.10000002,-0.20000005,-0.29999995,,,,,,,,,,,,0.20000005,0.099999905,0.10000014,-0.29999995,-0.70000005,-0.60000002,-0.30000007,,,0,0,0,0,0,0,0,,,,,,,,,,,,0.29999995,0.099999905,-0.099999905,0,0,0,0,,,,,,,,,,,,0.099999905,,0.20000029,0.099999905,0.099999905,0.099999905,0.099999905,,,,,,,,,,
1988-06-01,1988,6,,1.6,2.5,2.0999999,2.2,1.5,1.4,1.3,,,-0.00000047683716,,0.29999971,0.19999933,0.19999981,0.30000019,-0.00000047683716,,,,,,,,,,,,,,,,,,,,,0,0,-0.099999905,0,0.099999905,0,0,,,0.29999995,0,0.099999905,0,-0.099999905,0.10000002,0,,,0.19999981,0.30000001,0.30000019,0.19999981,0.19999981,0.10000038,0,,,10.6,7.0999985,7.8000011,7.3999996,4.8999996,2.5,1.5,,,-0.19999981,-0.099999905,-0.19999981,-0.19999981,-0.099999905,-0.10000038,-0.20000029,,,0.30000019,0.099999905,0,0.10000038,0.10000038,0,0.10000038,,,-0.49999988,0.099999905,0,0,-0.10000002,0,-0.20000005,,,,,,,,,,,,0.89999986,0.5,0,-0.099999905,-0.20000005,0.19999993,-0.10000002,,,-3.2000046,-2.1999969,-1.7999954,-0.29999542,-1.4000015,0.30000305,2.2000046,,,,,,,,,,,,0.60000014,0.20000005,0.19999981,0.19999981,0.099999905,-0.19999981,-0.19999981,,,,,,,,,,,,0.29999971,,0.29999971,0.29999971,0.30000019,0.30000019,0.099999905,,,,,,,,,,
1988-07-01,1988,7,1,2.7,2.0999999,2.3,1.6,1.3,1.4,,,0.099999905,,-0.10000038,0.00000047683716,-0.099999905,-0.099999905,-0.099999905,,,,,,,,,,,,,,,,,,,,,0.20000005,0.1,0.19999981,0.19999981,0,0.099999905,0,,,0.20000005,0,-0.099999905,0.10000014,0,0,0.10000002,,,0.10000038,-0.1,-0.099999428,0,0,-0.10000038,-0.10000038,,,4.9000015,3.6000023,1.1000004,1.2000008,0.5,0.80000114,-0.10000038,,,-0.099999905,0,0.099999905,0,0,0,0.10000038,,,-0.099999905,0.19999981,0.20000029,0.19999981,0.19999981,0.099999905,0.099999905,,,-0.60000002,0.20000005,0,0.099999905,0.10000002,-0.10000002,0.10000002,,,,,,,,,,,,0.5999999,0.099999905,-0.10000014,0.099999905,0,-0.19999993,0.10000002,,,3,3.4000015,3.6999969,2.2999954,3.0999985,3.5999985,3,,,,,,,,,,,,0.29999971,0.4000001,0.30000019,0.099999905,0.099999905,0.19999981,0,,,,,,,,,,,,0,,0.099999905,0.20000029,0.099999905,0,0,,,,,,,,,,,
1988-08-01,1988,8,,3.5,2.2,2.4000001,1.6,1.3,1.3,,,,,0.10000038,0.29999971,0.29999971,0.29999971,0.30000019,,,,,,,,,,,,,,,,,,,,,,0.30000001,0.099999905,-0.099999905,0,-0.099999905,0,,,,0.40000001,0.20000005,0.099999905,0,0.10000002,-0.20000005,,,,0,0.099999428,0.10000038,0.10000038,0.19999981,0.10000038,,,,-1.2000008,-1.8000011,-2.5,-1.3999996,-0.39999962,0.10000038,,,,-0.099999905,-0.099999905,-0.099999905,-0.099999905,-0.099999905,-0.10000038,,,,0,0.19999981,0,0,0,0,,,,0.79999995,0.10000014,0.10000014,0,0,-0.10000002,,,,,,,,,,,,,0.5999999,0.5,0,0,-0.20000005,-0.19999993,,,,15.599998,15,13,13.099998,11.900002,11.899998,,,,,,,,,,,,,0.19999981,0.099999905,0.099999905,0.099999905,0,-0.10000038,,,,,,,,,,,,,,0.30000019,0.29999971,0.29999971,0.29999971,0.30000019,,,,,,,,,,,
1988-09-01,1988,9,,3.8,2.3,2.7,1.6,1.4,1.3,,,,,0.19999981,0.10000038,0.10000038,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0.099999905,0.099999905,0.099999905,0,,,,0.30000001,0,0.4000001,0,-0.20000005,-0.20000005,,,,0.1,0,0,0,-0.099999428,-0.10000038,,,,-3.0999985,-3.2999992,0,-1.3000011,-0.40000153,1,,,,0,-0.099999905,-0.099999905,-0.099999905,-0.099999905,-0.099999905,,,,0.10000038,0,0,0,0,0,,,,0.29999995,0.099999905,0.29999995,0,0.10000002,0,,,,,,,,,,,,,0.9000001,0.29999995,0.099999905,0,0,-0.40000004,,,,0.80000305,-0.099998474,0.40000153,-0.3999939,-0.70000458,-1.5999985,,,,,,,,,,,,,0.30000019,0.20000029,0.20000029,0.099999905,0.099999905,0.10000038,,,,,,,,,,,,,,0.19999981,0.10000038,0.10000038,0,0,,,,,,,,,,,
1988-10-01,1988,10,3.9000001,2.3,2.9000001,1.6,1.4,1.3,,,,,0.30000019,0.19999981,0.099999905,0.099999905,0.099999905,,,,,,,,,,,,,,,,,,,,,,0,0,-0.099999905,0,-0.099999905,-0.099999905,,,,0,-0.20000005,0.5,-0.10000002,-0.10000002,-0.099999905,,,,-0.1,-0.099999428,-0.10000038,-0.19999981,-0.10000038,-0.099999428,,,,-2.7000008,-2.8999996,0.89999962,1,1.2000008,-1.2000008,,,,0.099999905,0.099999905,0.099999905,0,0,0.099999905,,,,0,-0.19999981,-0.099999905,-0.099999905,-0.099999905,-0.099999905,,,,0.10000014,0,0.20000005,0,0,0,,,,,,,,,,,,,0.80000019,0,0,0.29999995,0.30000007,0,,,,0,-0.70000458,-1,-1.4000015,-1.6999969,-1.2000008,,,,,,,,,,,,,0.099999905,-0.20000029,-0.20000029,-0.099999905,-0.19999981,-0.20000029,,,,,,,,,,,,,,0.10000038,0.099999905,0,0,0,,,,,,,,,,,,
1988-11-01,1988,11,,2.2,2.8,1.6,1.5,1.4,,,,,0.20000029,0.20000029,0.099999905,0.10000038,0.00000047683716,,,,,,,,,,,,,,,,,,,,,,,-0.099999905,-0.20000029,-0.30000019,-0.20000029,-0.20000029,,,,,-0.29999995,0.19999981,0.10000002,0.30000007,0.19999993,,,,,-0.30000019,-0.39999962,-0.30000019,-0.30000019,-0.30000019,,,,,0.59999847,2.4999981,2.2000008,2.6000004,3,,,,,0,0,0,0,-0.099999905,,,,,-0.20000029,-0.30000019,-0.20000029,-0.10000038,-0.10000038,,,,,-0.099999905,-0.10000014,0,0.10000002,0.10000002,,,,,,,,,,,,,,-0.5,-0.099999905,0.10000014,0.19999993,0.40000004,,,,,-6.3999939,-6.4000015,-6.4000015,-6.5,-7,,,,,,,,,,,,,,-0.5,-0.5,-0.4000001,0,0.099999905,,,,,,,,,,,,,,0,-0.099999905,-0.10000038,0,-0.099999905,,,,,,,,,,,,
1988-12-01,1988,12,,2.2,2.8,1.6,1.5,1.4,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
1989-01-01,1989,1,3.7,3,1.7,1.9,1.7,1.4,1.5,2.2,2.0999999,0.39999962,0.59999943,0.90000057,,0.59999943,,,,,,,,,,,,,,,,,,,,,,,0.20000029,0.10000038,0.20000029,0.2000002,0.20000029,,,,,0.20000005,0.70000029,0.099999905,0.099999979,-0.10000002,,,,,-0.10000038,0.099999808,0.19999981,0.10000019,0.10000038,,,,,1.5,4,4.0999985,3.8999996,3.1000004,,,,,-0.099999905,-0.1000001,-0.099999905,-0.099999905,-0.099999905,,,,,0,0.20000029,0,0.10000038,0.10000038,,,,,1.5,0.20000005,0.10000002,0.39999998,0.30000007,,,,,,,,,,,,,,0.5,0.29999995,-0.10000014,0.10000002,0,,,,,-2.0000031,-2.0999985,-2.4000015,-3.1999969,-3.1999969,,,,,,,,,,,,,,-1.0999999,0,0.10000038,0.099999905,0,,,,,,,,,,,,,,0.39999962,0.79999983,0.90000057,,0.69999981,,,,,,,,,,,,,
1989-02-01,1989,2,,3,1.7,1.9,1.7,1.4,1.4,2.2,2.0999999,,0.40000033,0,,0,0,0.29999971,0,0,,,,,,,,,,,,,,,,,,,,-0.20000029,0,0,0,0,0.099999905,0,0,,0.29999971,0,0.1,0,0,-0.20000005,0,0,,-0.1,0,0,0,0,0,0,0,,2.8000031,0,0.70000076,0,0,0.60000038,0,0,,0,0,0,0,-0.059999943,0,0,0,,-0.20000029,0,0,0,0,0,0,0,,0,0,0,0,0,-0.10000002,0,0,,,,,,,,,,,0.10000014,0,0,0,0,-0.10000002,0,0,,-7.0999985,0,-6.2000046,0,0,-6.7000046,0,0,,,,,,,,,,,-0.19999981,0,-0.19999981,0,0,0.099999905,0,0,,,,,,,,,,,0.2,0,,0,0,0.29999971,0,0,,,,,,,,,
1989-03-01,1989,3,,3.5,1.6,1.7,1.4,1.2,1.2,1.6,1.9,,-0.00000023841858,0.49999905,,0.5999999,0.50000048,0,0.19999981,0,,,,,,,,,,,,,,,,,,,,0.099999905,0,0,0.099999905,0.099999905,0,0.099999905,0,,0.099999905,0,-0.1,0.10000002,0,0,-0.39999986,-0.10000014,,0,-0.10000038,0.1,0.099999428,0,0,-0.099999428,-0.10000038,,0.29999924,1.3000031,-0.90000153,1.2999992,0.70000076,0.39999962,-0.59999847,0.10000038,,0,0,0,0,0,0.099999905,0,0,,0.20000029,0.10000038,0.099999905,0.099999905,-0.10000038,0,-0.099999905,0,,0.5,-0.10000002,-0.19999993,-0.30000007,-0.19999993,-0.19999993,-0.60000002,-0.19999993,,,,,,,,,,,0.39999986,-0.19999981,-0.10000002,0.19999993,-0.39999998,-0.10000002,-0.39999998,0.099999905,,-2.6999969,-10.199997,-3.4000015,-9.6000061,-7.8999939,0.59999847,-9.0999985,-8.8000031,,,,,,,,,,,1.3000002,0.19999981,0,-0.099999905,-0.10000038,-0.19999981,-0.099999905,-0.099999905,,,,,,,,,,,0.2,0.59999943,,0.69999981,0.4000001,0,0.099999905,0,,,,,,,,,
1989-04-01,1989,4,4.4000001,1.3,1.5,1.2,1.1,1.2,1.6,2,,-0.39999962,-0.19999933,,0.10000038,-0.00000047683716,-0.20000029,-0.19999981,-0.10000038,,,,,,,,,,,,,,,,,,,,0.30000019,0.19999981,0.2,0.099999905,0.099999905,0.099999905,0,0,,-0.099999905,0,-0.1,-0.19999993,-0.29999995,-0.10000002,0,0.10000014,,0,0,-0.1,0,0,-0.099999428,-0.10000038,-0.099999428,,2.7000008,1.6999969,1.7999992,1.1000004,-0.20000076,-1.7000008,-0.70000076,-0.69999886,,0,0,0,0,0,0,0.10000038,0.10000038,,0.39999962,0.29999971,0.099999905,0,0.10000038,0.10000038,0.099999905,0,,0.9000001,-0.30000007,-0.20000005,-0.19999993,-0.10000002,0,0,0.10000002,,,,,,,,,,,-0.29999995,-0.10000014,0,-0.39999998,-0.50000006,-0.19999993,0.39999998,0.20000005,,-2.7000046,-1.5999985,-1.8999939,-1.7999954,-1.9000015,-4.6999969,-2.3000031,-2.4000015,,,,,,,,,,,1.8999996,0.5999999,0.19999981,-0.099999905,0,0,0,-0.099999905,,,,,,,,,,,0,0.10000038,,0.10000038,0.099999905,-0.099999905,-0.099999905,-0.10000038,,,,,,,,,,
1989-05-01,1989,5,,0.80000001,1.6,1.4,1.5,1.2,1.6,2,,,-0.60000038,,-0.10000038,0.10000038,0,0.099999905,0,,,,,,,,,,,,,,,,,,,,,0.20000029,0,-0.099999905,-0.099999905,-0.099999905,-0.099999905,0,,,-0.29999995,-0.40000001,-0.10000002,0.099999905,0,0.099999905,0.20000005,,,0,-0.1,-0.099999428,-0.10000038,-0.10000038,-0.099999428,0,,,3.1000023,0.20000076,-0.5,-1.2999992,-1.7999992,-0.70000076,1.1999989,,,-0.10000038,-0.099999905,-0.099999905,0,0,-0.10000038,-0.10000038,,,0.5,-0.099999905,0,-0.10000038,0,-0.099999905,0,,,-0.49999994,0.10000002,0.19999993,0.39999998,0,0,0,,,,,,,,,,,,-0.29999995,-0.29999995,-0.19999999,0.40000004,0.29999995,-0.20000005,0.099999905,,,1.5,1.0999985,0.19999695,-0.40000153,-0.59999847,-1.3000031,-2.5,,,,,,,,,,,,0.70000029,0.099999905,0,0.20000029,0.19999981,0,0,,,,,,,,,,,,-0.10000038,,-0.10000038,0,0,0,0,,,,,,,,,,
1989-06-01,1989,6,,0.69999999,1.7,1.4,1.5,1.2,1.6,2.0999999,,,-0.5999999,,-0.099999428,-0.20000029,0,0.099999905,0.10000038,,,,,,,,,,,,,,,,,,,,,0.099999905,0,0.099999905,0.099999905,0.099999905,0.099999905,0.10000038,,,0.29999995,0.1,0,-0.099999905,-0.10000002,-0.099999905,-0.10000014,,,-0.19999981,-0.1,-0.20000076,-0.099999428,0,0,0,,,-4.5,-2.7999992,-0.70000076,-1.5,-1,-1.0999985,-1.5,,,0,0,0,0,0,0.10000038,0,,,0.4000001,0.099999905,0,0.10000038,0,0,0.099999905,,,-0.10000002,0.10000002,0,0,0,0,0.099999905,,,,,,,,,,,,0.099999905,0,0.40000004,-0.5,-0.29999995,-0.099999905,-0.19999981,,,5.1999969,4.0999985,2.8000031,1.8000031,0.79999542,-0.099998474,0.30000305,,,,,,,,,,,,-0.10000038,-0.099999905,0,0,0,0.099999905,0.099999905,,,,,,,,,,,,-0.19999981,,-0.099999428,-0.099999905,0,0.099999905,0.20000029,,,,,,,,,,
1989-07-01,1989,7,0.80000001,1.8,1.5,1.4,1.3,1.8,2.0999999,,,-0.30000019,,-0.30000019,-0.19999981,0.00000047683716,0,0.099999905,,,,,,,,,,,,,,,,,,,,,0.19999981,-0.1,0,0,-0.099999905,0,0,,,-0.099999905,0.1,0.10000002,0.099999905,0.10000002,0.099999905,0,,,-0.19999981,-0.5,-0.39999962,-0.40000057,-0.30000019,-0.20000076,-0.20000076,,,-2,-0.79999924,-1.8999996,-0.89999962,-0.89999962,-0.60000038,-0.39999962,,,0.10000038,0,0.099999905,0,0,0,0.10000038,,,0.19999981,-0.099999905,0,-0.10000038,-0.20000029,-0.099999905,-0.19999981,,,0.10000002,0.099999905,0.10000002,-0.10000002,0.099999905,0.19999993,0,,,,,,,,,,,,0.10000014,-0.20000005,0,0.19999999,0.10000002,0.19999993,0,,,1.6999969,1.4000015,1.2999954,1.0999985,1,1.2000046,0.30000305,,,,,,,,,,,,0.5,-0.099999905,0.099999905,-0.099999905,0,-0.099999905,0.099999905,,,,,,,,,,,,-0.10000038,,-0.30000019,-0.30000019,-0.19999981,-0.099999905,-0.099999905,,,,,,,,,,,
1989-08-01,1989,8,,2.0999999,1.7,1.6,1.4,1.9,2.3,,,,,0,-0.10000038,-0.30000019,-0.30000019,-0.20000029,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.099999905,-0.19999981,-0.099999905,-0.20000029,-0.10000038,,,,-0.1,0.099999905,0.10000002,0.10000002,0.20000005,0.29999995,,,,-0.2,-0.30000019,-0.19999981,-0.29999924,-0.29999924,-0.19999981,,,,-8.8000011,-6.3999996,-4.5,-3.2000008,-1.5,-0.79999924,,,,0,0,0,0,-0.10000038,-0.10000038,,,,-0.30000019,-0.30000019,-0.19999981,-0.099999905,0,-0.099999905,,,,0.29999995,0.20000005,0.20000005,0.10000002,0.10000002,0.20000005,,,,,,,,,,,,,-0.79999995,-0.20000005,0.30000001,0.099999905,0.10000002,0.5,,,,25.399998,25.200005,24.399998,23.800003,23.599998,23.399998,,,,,,,,,,,,,-0.60000014,-0.19999981,-0.20000029,-0.19999981,-0.099999905,-0.099999905,,,,,,,,,,,,,,-0.30000019,-0.30000019,-0.4000001,-0.30000019,-0.30000019,,,,,,,,,,,
1989-09-01,1989,9,,2.9000001,1.8,1.6,1.6,2,2.4000001,,,,,0.19999981,0.20000029,0.19999981,0.29999971,0.30000019,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.099999905,0,0,0,0,,,,0.40000001,0.10000002,0,0.20000005,0.099999905,0,,,,0.1,0.10000038,0,0.099999428,0.099999428,0.10000038,,,,-2.5,-1.6000004,-1.1000004,-0.79999924,-0.10000038,1.2999992,,,,0,-0.099999905,0,-0.099999905,0,-0.099999905,,,,-0.4000001,-0.099999905,-0.099999905,0,-0.099999905,0,,,,0.80000019,0.099999905,0,0.20000005,0.10000002,0.10000014,,,,,,,,,,,,,0.39999998,0.10000002,-0.20000005,0.20000005,0.20000005,0.19999981,,,,4.6000023,4.1999969,4.2999992,4.0999985,3.6999969,3.7999992,,,,,,,,,,,,,-1.7,-0.30000019,-0.29999995,-0.29999995,-0.20000005,-0.20000005,,,,,,,,,,,,,,0.099999905,0.10000038,0.19999981,0.19999981,0.30000019,,,,,,,,,,,
1989-10-01,1989,10,3.7,1.9,1.5,1.6,2,2.3,,,,,0.19999981,0.099999905,0.10000038,0.10000038,0.099999905,,,,,,,,,,,,,,,,,,,,,,-0.30000001,-0.10000038,-0.099999905,-0.10000038,0,0,,,,0.60000002,0,0.20000005,0,-0.099999905,-0.19999981,,,,0,0.099999428,0.10000038,0,0,0,,,,-0.29999924,0.5,-0.30000114,-0.10000038,-0.5,-0.5,,,,-0.10000038,-0.099999905,-0.099999905,-0.099999905,-0.099999905,0,,,,-0.69999981,-0.099999905,0,0,0,0,,,,0.79999995,0.10000002,-0.10000002,0,0,-0.10000014,,,,,,,,,,,,,0.70000005,0,0.10000002,0.20000005,0.099999905,-0.29999995,,,,0.89999771,0.5,0.20000076,-0.19999695,-0.5,-0.5,,,,,,,,,,,,,-1.1999999,-0.099999905,-0.099999905,0,0,0,,,,,,,,,,,,,,0.099999905,0.099999905,0.10000038,0.10000038,0.099999905,,,,,,,,,,,,
1989-11-01,1989,11,,1.7,1.5,1.6,2,2.2,,,,,0.20000029,0.10000038,-0.00000047683716,0.099999905,-0.10000038,,,,,,,,,,,,,,,,,,,,,,,-0.19999981,-0.10000038,-0.19999981,-0.19999981,-0.19999981,,,,,-0.19999993,-0.30000007,0,0.099999905,-0.10000014,,,,,-0.099999428,-0.10000038,0,0,0,,,,,3.5,0.60000038,0,0.5,0.29999924,,,,,0.099999905,0,0.099999905,0,0,,,,,-0.30000019,-0.20000029,-0.19999981,-0.20000029,-0.099999905,,,,,-0.19999993,0,0,0,-0.099999905,,,,,,,,,,,,,,-0.5,-0.10000002,0,-0.20000005,-0.20000005,,,,,-10.899998,-10.099998,-9.9000015,-9.8999977,-9.9000015,,,,,,,,,,,,,,0,0.099999905,-0.10000014,-0.20000005,-0.20000005,,,,,,,,,,,,,,-0.099999905,-0.099999905,-0.20000029,-0.10000038,-0.20000029,,,,,,,,,,,,
1989-12-01,1989,12,,1.6,1.6,1.5,2,2.2,,,,,0.099999905,0,0.10000038,-0.20000029,-0.099999905,,,,,,,,,,,,,,,,,,,,,,,0,-0.099999905,0,0,0,,,,,-0.20000005,0,0,-0.099999905,0.10000014,,,,,0,0,-0.099999428,0,0,,,,,0,-1.1000004,-1.2000008,-1.2999992,-2,,,,,0,0,0,0,0,,,,,-0.099999905,0,-0.10000038,0.10000038,0,,,,,-0.10000002,0.10000002,-0.10000002,0,0,,,,,,,,,,,,,,-1.3,-0.19999999,-0.10000002,-0.099999905,-0.099999905,,,,,2.3999977,1.7000008,1.9000015,1.5999985,0.60000229,,,,,,,,,,,,,,0.099999905,-0.20000005,0,-0.19999981,-0.099999905,,,,,,,,,,,,,,0,0,0,-0.099999905,-0.099999905,,,,,,,,,,,,
1990-01-01,1990,1,2,1.8,1.6,2,2.3,2.4000001,2.0999999,2.3,2.4000001,-0.19999981,-0.20000052,0.099999905,,0.00000047683716,,,,,,,,,,,,,,,,,,,,,,,0,0.099999905,0,0,0,,,,,-0.30000001,0,0,0,-0.20000005,,,,,0.099999428,0.00000019073487,0.099999428,0.00000019073487,-0.10000038,,,,,2.3000011,-0.39999962,0.30000114,0.099998474,0.70000076,,,,,0,0,0,0.099999905,0.099999905,,,,,0.099999905,0.10000038,-0.099999905,-0.10000038,-0.10000038,,,,,0.39999998,0.19999993,0.10000002,0,0.099999905,,,,,,,,,,,,,,-0.19999999,0,0,0.099999905,-0.099999905,,,,,1.5000015,2.0999985,1.5,1.1000023,1.2999992,,,,,,,,,,,,,,0.10000014,0.30000019,-0.39999986,-0.10000014,0,,,,,,,,,,,,,,-0.099999905,-0.10000019,0,,-0.099999905,,,,,,,,,,,,,
1990-02-01,1990,2,,1.7,1.8,2.2,2.4000001,2.5,2.0999999,2.3,2.3,,-0.39999986,0.30000019,,0.19999981,0.099999905,0.099999905,0.099999905,-0.10000038,,,,,,,,,,,,,,,,,,,,0.30000019,-0.099999905,-0.1,0,0,0,0,0.099999905,,-0.19999993,0,0.2,0.20000005,0.10000014,0.10000014,0.10000014,0,,0.30000001,0.10000038,0.1,0.10000038,0.10000038,0.19999981,0.19999981,0.19999981,,0.20000076,0.79999924,1.1000004,0.89999962,0.39999962,1.5999985,0.30000114,0.20000076,,-0.1,0,-0.099999905,-0.099999905,0,0.099999905,-0.099999905,0,,0.69999981,-0.099999905,0,0,0,0,0,0.10000038,,-0.099999905,0.19999993,0.20000005,0.10000014,0.099999905,0,0,-0.10000014,,,,,,,,,,,-0.5,0,0,0.29999995,0.20000005,0.29999995,0.20000005,0,,-1.5,-1.8000031,-1.8000031,-1.9000015,-0.5,-0.79999924,-0.20000076,-0.20000076,,,,,,,,,,,1.2999997,-0.5,-0.099999905,0,0,0,0,0,,,,,,,,,,,0.30000001,0.20000029,,0.19999981,0.099999905,0.099999905,0.099999905,0,,,,,,,,,
